id,source,title,question,created_at_ts,closes_at_ts,raw,last_seen_ts
manifold:Ocyt22nsgL,manifold,will jim's article convince me (super duper update me in his direction) about how bad <person> is?,will jim's article convince me (super duper update me in his direction) about how bad <person> is?,1762387457672.0,1762480793214.0,"{""id"": ""Ocyt22nsgL"", ""creatorId"": ""srFlJRuVlGa7SEJDM4cY9B5k4Lj2"", ""creatorUsername"": ""Bayesian"", ""creatorName"": ""Bayesian"", ""createdTime"": 1762387457672, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2FBayesian%2FZkuJDsEcaR.png?alt=media&token=007b04d0-7859-4fb3-ab4b-99938a8b4ab3"", ""closeTime"": 1762480793214, ""question"": ""will jim's article convince me (super duper update me in his direction) about how bad <person> is?"", ""slug"": ""will-jims-article-convince-me-super"", ""url"": ""https://manifold.markets/Bayesian/will-jims-article-convince-me-super"", ""pool"": {""NO"": 70.09812099069444, ""YES"": 142.65717623625764}, ""probability"": 0.32947767648726894, ""p"": 0.5000000000000001, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 413.05487527593596, ""volume24Hours"": 0, ""isResolved"": true, ""resolution"": ""NO"", ""resolutionTime"": 1762480793214, ""resolutionProbability"": 0.3294776764872689, ""resolverId"": ""srFlJRuVlGa7SEJDM4cY9B5k4Lj2"", ""uniqueBettorCount"": 14, ""lastUpdatedTime"": 1762480793214, ""lastBetTime"": 1762479094525, ""lastCommentTime"": 1762398974373}",1762625919
manifold:lsgAqy6dsO,manifold,IMDb rating of Zootopia 2 on Dec 31st?,IMDb rating of Zootopia 2 on Dec 31st?,1762387415072.0,1767225540000.0,"{""id"": ""lsgAqy6dsO"", ""creatorId"": ""JKQASKjTM9MGpLujh364qf1xbKL2"", ""creatorUsername"": ""AGucci"", ""creatorName"": ""A Gucci"", ""createdTime"": 1762387415072, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/AAcHTtcSbSMQhpcMtQAyZdrpnRbe04ubZ4togKApun_NyCer_A=s96-c"", ""closeTime"": 1767225540000, ""question"": ""IMDb rating of Zootopia 2 on Dec 31st?"", ""slug"": ""imdb-rating-of-zootopia-2-on-dec-31"", ""url"": ""https://manifold.markets/AGucci/imdb-rating-of-zootopia-2-on-dec-31"", ""totalLiquidity"": 1000, ""outcomeType"": ""MULTI_NUMERIC"", ""mechanism"": ""cpmm-multi-1"", ""volume"": 1663.6690487159544, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 7, ""lastUpdatedTime"": 1762516534457, ""lastBetTime"": 1762516534457}",1762625923
manifold:t569PpNnOS,manifold,Will Manifold make any changes to liquidity application on Multiple Choice or Set markets before 2026?,Will Manifold make any changes to liquidity application on Multiple Choice or Set markets before 2026?,1762387297224.0,1767225540000.0,"{""id"": ""t569PpNnOS"", ""creatorId"": ""hqdXgp0jK2YMMhPs067eFK4afEH3"", ""creatorUsername"": ""Eliza"", ""creatorName"": ""Eliza"", ""createdTime"": 1762387297224, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/AGNmyxZMXWH5aYeQ7DOOhcWF8PL8YW6BbDKyubaXGMnT=s96-c"", ""closeTime"": 1767225540000, ""question"": ""Will Manifold make any changes to liquidity application on Multiple Choice or Set markets before 2026?"", ""slug"": ""will-manifold-make-any-changes-to-l-qldQOtZQZt"", ""url"": ""https://manifold.markets/Eliza/will-manifold-make-any-changes-to-l-qldQOtZQZt"", ""pool"": {""NO"": 769.2307692307696, ""YES"": 1300}, ""probability"": 0.3717472118959109, ""p"": 0.5, ""totalLiquidity"": 1000, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 300, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 3, ""lastUpdatedTime"": 1762434557980, ""lastBetTime"": 1762434557980}",1762625928
manifold:9PCQACSu8g,manifold,"UEFA Champion League Week Prop Bets, Nov 25-26 (Matchday 5)","UEFA Champion League Week Prop Bets, Nov 25-26 (Matchday 5)",1762386528284.0,1764287940000.0,"{""id"": ""9PCQACSu8g"", ""creatorId"": ""ul7hcQgLRWUg0AfOXxAAqk8xOfg2"", ""creatorUsername"": ""Mochi"", ""creatorName"": ""Mochi"", ""createdTime"": 1762386528284, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2FMochi%2FPqpIyy9AzQ.webp?alt=media&token=bb0410a6-0304-4f99-92a0-8cefce262cfa"", ""closeTime"": 1764287940000, ""question"": ""UEFA Champion League Week Prop Bets, Nov 25-26 (Matchday 5)"", ""slug"": ""uefa-champion-league-week-prop-bets-ptPQzlRhcz"", ""url"": ""https://manifold.markets/Mochi/uefa-champion-league-week-prop-bets-ptPQzlRhcz"", ""totalLiquidity"": 1900, ""outcomeType"": ""MULTIPLE_CHOICE"", ""mechanism"": ""cpmm-multi-1"", ""volume"": 1313.1216934043255, ""volume24Hours"": 151.93032463210366, ""isResolved"": false, ""uniqueBettorCount"": 15, ""lastUpdatedTime"": 1762567055834, ""lastBetTime"": 1762567055834, ""lastCommentTime"": 1762394845826}",1762625932
manifold:SnUsAARt6I,manifold,Will a new Icelandic airline start international scheduled flights from Iceland in 2026?,Will a new Icelandic airline start international scheduled flights from Iceland in 2026?,1762386005407.0,1798761540000.0,"{""id"": ""SnUsAARt6I"", ""creatorId"": ""YDvfEB2gLIfMz3Agxq3qLr6GCIA2"", ""creatorUsername"": ""Arinbjorn"", ""creatorName"": ""Arinbj\u00f6rn"", ""createdTime"": 1762386005407, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2FArinbjorn%2FNhrhYfTPmw.gif?alt=media&token=b1280d2f-10e4-4742-87a3-c135c403f738"", ""closeTime"": 1798761540000, ""question"": ""Will a new Icelandic airline start international scheduled flights from Iceland in 2026?"", ""slug"": ""will-a-new-icelandic-airline-start"", ""url"": ""https://manifold.markets/Arinbjorn/will-a-new-icelandic-airline-start"", ""pool"": {""NO"": 88.96551724137926, ""YES"": 112.40310077519378}, ""probability"": 0.441804279721765, ""p"": 0.5000000000000001, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 65, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 4, ""lastUpdatedTime"": 1762450906144, ""lastBetTime"": 1762450906144}",1762625937
manifold:ES2zAyQdyg,manifold,Will any AIME question have an answer of 67 in 2026?,Will any AIME question have an answer of 67 in 2026?,1762385672730.0,1773183540000.0,"{""id"": ""ES2zAyQdyg"", ""creatorId"": ""X5vfxMyLpLVQd6bsGDS64Mjs9p72"", ""creatorUsername"": ""maozedong31415"", ""creatorName"": ""maozedong31415"", ""createdTime"": 1762385672730, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2Fmaozedong31415%2FSh60hldgOR.png?alt=media&token=cce6b4e9-94ee-42e7-8503-46061dfcf787"", ""closeTime"": 1773183540000, ""question"": ""Will any AIME question have an answer of 67 in 2026?"", ""slug"": ""will-any-aime-question-have-an-answ"", ""url"": ""https://manifold.markets/maozedong31415/will-any-aime-question-have-an-answ"", ""pool"": {""NO"": 25, ""YES"": 400}, ""probability"": 0.058823529411764705, ""p"": 0.5, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 300, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 4, ""lastUpdatedTime"": 1762486946042, ""lastBetTime"": 1762486946042}",1762625941
manifold:hOp5h6cIhO,manifold,Trump orders active duty military to NYC by end of 2026?,Trump orders active duty military to NYC by end of 2026?,1762384394924.0,1798761540000.0,"{""id"": ""hOp5h6cIhO"", ""creatorId"": ""wQJKqUVmHjQMhaQT7q9caqU3GAD3"", ""creatorUsername"": ""ElonsCalculator"", ""creatorName"": ""Elon's Calculator"", ""createdTime"": 1762384394924, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocKPZkhl9t3aRM06Kwt6UGIqLPFcqbFC2cSXDRGZzQlVXlZ_OMOx8A=s96-c"", ""closeTime"": 1798761540000, ""question"": ""Trump orders active duty military to NYC by end of 2026?"", ""slug"": ""trump-orders-active-duty-military-t"", ""url"": ""https://manifold.markets/ElonsCalculator/trump-orders-active-duty-military-t"", ""pool"": {""NO"": 898.6986903714972, ""YES"": 1112.7199924889494}, ""probability"": 0.4467984204528988, ""p"": 0.5000000000000003, ""totalLiquidity"": 1000, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 952, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 7, ""lastUpdatedTime"": 1762437748753, ""lastBetTime"": 1762437748753}",1762625946
manifold:wSKPuBfgkk,manifold,"Will ""Auditing language models for hidden objectives"" make the top fifty posts in LessWrong's 2025 Annual Review?","Will ""Auditing language models for hidden objectives"" make the top fifty posts in LessWrong's 2025 Annual Review?",1762381535280.0,1801440000000.0,"{""id"": ""wSKPuBfgkk"", ""creatorId"": ""h2dutemV8qWoHLjhp9VXerhlLL13"", ""creatorUsername"": ""LessWrong"", ""creatorName"": ""Less Wrong"", ""createdTime"": 1762381535280, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocKH1Ct5papO0Deh_khGs7uNUNGfjK6aQWr4LE-chfD1Cg=s96-c"", ""closeTime"": 1801440000000, ""question"": ""Will \""Auditing language models for hidden objectives\"" make the top fifty posts in LessWrong's 2025 Annual Review?"", ""slug"": ""will-auditing-language-models-for-h"", ""url"": ""https://manifold.markets/LessWrong/will-auditing-language-models-for-h"", ""pool"": {""NO"": 964.3261666989773, ""YES"": 1250}, ""probability"": 0.11157440616057736, ""p"": 0.14000000000000004, ""totalLiquidity"": 1000, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 250, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 1, ""lastUpdatedTime"": 1762381772854, ""lastBetTime"": 1762381772854}",1762625950
manifold:29ncSN9EQL,manifold,Which generation are you part of?,Which generation are you part of?,1762381523988.0,,"{""id"": ""29ncSN9EQL"", ""creatorId"": ""hRbPwezgxnat6GpJQxoFxq1xgUZ2"", ""creatorUsername"": ""AmmonLam"", ""creatorName"": ""Ammon Lam"", ""createdTime"": 1762381523988, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ALm5wu3tZQ3FxKg9rh6V8N0P2Lax5R_TfROJtQmrapTp=s96-c"", ""question"": ""Which generation are you part of?"", ""slug"": ""what-age-group-are-you"", ""url"": ""https://manifold.markets/AmmonLam/what-age-group-are-you"", ""outcomeType"": ""POLL"", ""mechanism"": ""none"", ""volume"": 0, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 28, ""lastUpdatedTime"": 1762385796150, ""lastCommentTime"": 1762385796126}",1762625955
manifold:0ZOLhzC6hN,manifold,"Which party will win the 2028 President election, condition on Trump finishing his second term?","Which party will win the 2028 President election, condition on Trump finishing his second term?",1762380946520.0,1762394422001.0,"{""id"": ""0ZOLhzC6hN"", ""creatorId"": ""hRbPwezgxnat6GpJQxoFxq1xgUZ2"", ""creatorUsername"": ""AmmonLam"", ""creatorName"": ""Ammon Lam"", ""createdTime"": 1762380946520, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ALm5wu3tZQ3FxKg9rh6V8N0P2Lax5R_TfROJtQmrapTp=s96-c"", ""closeTime"": 1762394422001, ""question"": ""Which party will win the 2028 President election, condition on Trump finishing his second term?"", ""slug"": ""which-party-will-win-the-2028-presi"", ""url"": ""https://manifold.markets/AmmonLam/which-party-will-win-the-2028-presi"", ""totalLiquidity"": 200000, ""outcomeType"": ""MULTIPLE_CHOICE"", ""mechanism"": ""cpmm-multi-1"", ""volume"": 47100, ""volume24Hours"": 0, ""isResolved"": true, ""resolution"": ""CANCEL"", ""resolutionTime"": 1762394422001, ""resolverId"": ""hRbPwezgxnat6GpJQxoFxq1xgUZ2"", ""uniqueBettorCount"": 2, ""lastUpdatedTime"": 1762394422001, ""lastBetTime"": 1762391034764, ""lastCommentTime"": 1762390559540}",1762625959
manifold:ludLQARgcI,manifold,"When will Bitcoin BTC reach $130,000?","When will Bitcoin BTC reach $130,000?",1762380557900.0,1924991940000.0,"{""id"": ""ludLQARgcI"", ""creatorId"": ""hRbPwezgxnat6GpJQxoFxq1xgUZ2"", ""creatorUsername"": ""AmmonLam"", ""creatorName"": ""Ammon Lam"", ""createdTime"": 1762380557900, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ALm5wu3tZQ3FxKg9rh6V8N0P2Lax5R_TfROJtQmrapTp=s96-c"", ""closeTime"": 1924991940000, ""question"": ""When will Bitcoin BTC reach $130,000?"", ""slug"": ""when-will-bitcoin-btc-reach-130000"", ""url"": ""https://manifold.markets/AmmonLam/when-will-bitcoin-btc-reach-130000"", ""totalLiquidity"": 1000, ""outcomeType"": ""MULTIPLE_CHOICE"", ""mechanism"": ""cpmm-multi-1"", ""volume"": 2868.1612060385232, ""volume24Hours"": 37.267836183854506, ""isResolved"": false, ""uniqueBettorCount"": 7, ""lastUpdatedTime"": 1762572878848, ""lastBetTime"": 1762572878848, ""lastCommentTime"": 1762465622427}",1762625964
manifold:8h2SsglnNR,manifold,When will Sam Altman cease to be the CEO of OpenAI?,When will Sam Altman cease to be the CEO of OpenAI?,1762379879375.0,1793915760000.0,"{""id"": ""8h2SsglnNR"", ""creatorId"": ""hRbPwezgxnat6GpJQxoFxq1xgUZ2"", ""creatorUsername"": ""AmmonLam"", ""creatorName"": ""Ammon Lam"", ""createdTime"": 1762379879375, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ALm5wu3tZQ3FxKg9rh6V8N0P2Lax5R_TfROJtQmrapTp=s96-c"", ""closeTime"": 1793915760000, ""question"": ""When will Sam Altman cease to be the CEO of OpenAI?"", ""slug"": ""when-will-sam-altman-cease-to-be-th"", ""url"": ""https://manifold.markets/AmmonLam/when-will-sam-altman-cease-to-be-th"", ""totalLiquidity"": 1000, ""outcomeType"": ""MULTIPLE_CHOICE"", ""mechanism"": ""cpmm-multi-1"", ""volume"": 1633.9081013127102, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 6, ""lastUpdatedTime"": 1762444096371, ""lastBetTime"": 1762444096371}",1762625968
manifold:9pyRSU5A6n,manifold,Which party will win the popular vote in the 2028 Presidential election?,Which party will win the popular vote in the 2028 Presidential election?,1762379449316.0,1856645940000.0,"{""id"": ""9pyRSU5A6n"", ""creatorId"": ""hRbPwezgxnat6GpJQxoFxq1xgUZ2"", ""creatorUsername"": ""AmmonLam"", ""creatorName"": ""Ammon Lam"", ""createdTime"": 1762379449316, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ALm5wu3tZQ3FxKg9rh6V8N0P2Lax5R_TfROJtQmrapTp=s96-c"", ""closeTime"": 1856645940000, ""question"": ""Which party will win the popular vote in the 2028 Presidential election?"", ""slug"": ""which-party-will-win-the-popular-vo-CS00zSdhtC"", ""url"": ""https://manifold.markets/AmmonLam/which-party-will-win-the-popular-vo-CS00zSdhtC"", ""totalLiquidity"": 10000, ""outcomeType"": ""MULTIPLE_CHOICE"", ""mechanism"": ""cpmm-multi-1"", ""volume"": 3029, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 8, ""lastUpdatedTime"": 1762426066526, ""lastBetTime"": 1762426066526}",1762625973
manifold:N5Oq2ZZuAg,manifold,When will Waymo launch in San Diego?,When will Waymo launch in San Diego?,1762379068906.0,1798752120000.0,"{""id"": ""N5Oq2ZZuAg"", ""creatorId"": ""xULIs4V4S5ag3T5XjHGYXOMfLIm2"", ""creatorUsername"": ""CommanderZander"", ""creatorName"": ""Zander"", ""createdTime"": 1762379068906, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2FCommanderZander%2FP62kU70Utl.jpg?alt=media&token=e4a9e59d-56b3-46c1-b62a-a09d2e78315a"", ""closeTime"": 1798752120000, ""question"": ""When will Waymo launch in San Diego?"", ""slug"": ""when-will-waymo-launch-in-san-diego"", ""url"": ""https://manifold.markets/CommanderZander/when-will-waymo-launch-in-san-diego"", ""totalLiquidity"": 1000, ""outcomeType"": ""DATE"", ""mechanism"": ""cpmm-multi-1"", ""volume"": 70, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 1, ""lastUpdatedTime"": 1762383374762, ""lastBetTime"": 1762383374762}",1762625977
manifold:zulSNC5LQu,manifold,BTC closes over $130k on Dec 31?,BTC closes over $130k on Dec 31?,1762378026892.0,1767225540000.0,"{""id"": ""zulSNC5LQu"", ""creatorId"": ""zKfzKWaYN9Yy3QucQTTjcUG1tQ83"", ""creatorUsername"": ""waitblock"", ""creatorName"": ""Ethan"", ""createdTime"": 1762378026892, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocLbSshI8IYsJzuXbBveS59VrZWvEj47LIFffyFA4v0g9-QUYoom=s96-c"", ""closeTime"": 1767225540000, ""question"": ""BTC closes over $130k on Dec 31?"", ""slug"": ""btc-closes-over-130k-on-dec-31"", ""url"": ""https://manifold.markets/waitblock/btc-closes-over-130k-on-dec-31"", ""pool"": {""NO"": 33.33333333333331, ""YES"": 300.00000000000006}, ""probability"": 0.09999999999999995, ""p"": 0.5000000000000001, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 203.51724111000587, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 4, ""lastUpdatedTime"": 1762506230945, ""lastBetTime"": 1762506230945}",1762625982
manifold:sg2hlUqLqn,manifold,"""Will Google DeepMind release a system where the AI itself (not human engineers) generates improvements to its own code","""Will Google DeepMind release a system where the AI itself (not human engineers) generates improvements to its own code",1762377331866.0,1765756740000.0,"{""id"": ""sg2hlUqLqn"", ""creatorId"": ""zqqoeuJniWPIhVuAEnS1oTE4S5t1"", ""creatorUsername"": ""KasandraOlson"", ""creatorName"": ""Kasandra Olson"", ""createdTime"": 1762377331866, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocJfJxk_nkR_q95gCYsJIGUlPZ5bdOlnvHSHeyM9_dB9DSZORo_E=s96-c"", ""closeTime"": 1765756740000, ""question"": ""\""Will Google DeepMind release a system where the AI itself (not human engineers) generates improvements to its own code"", ""slug"": ""will-google-deepmind-release-a-syst"", ""url"": ""https://manifold.markets/KasandraOlson/will-google-deepmind-release-a-syst"", ""pool"": {""NO"": 51.28205128205127, ""YES"": 195}, ""probability"": 0.2082248828735035, ""p"": 0.5000000000000002, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 95, ""volume24Hours"": 10, ""isResolved"": false, ""uniqueBettorCount"": 4, ""lastUpdatedTime"": 1762585862050, ""lastBetTime"": 1762585862050}",1762625987
manifold:2szy9pzyNA,manifold,AI Movies by early 2028 x NVDA above $400 at EOY 2027,AI Movies by early 2028 x NVDA above $400 at EOY 2027,1762376900112.0,1833062340000.0,"{""id"": ""2szy9pzyNA"", ""creatorId"": ""OdBj5DW6PbYtnImvybpyZzfhb133"", ""creatorUsername"": ""jim"", ""creatorName"": ""jim"", ""createdTime"": 1762376900112, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2Fjim%2Fs683etIf3B.jpg?alt=media&token=48689783-1735-4612-b9bd-1f9dcd4cd13f"", ""closeTime"": 1833062340000, ""question"": ""AI Movies by early 2028 x NVDA above $400 at EOY 2027"", ""slug"": ""ai-movies-2028-x-nvda-400"", ""url"": ""https://manifold.markets/jim/ai-movies-2028-x-nvda-400"", ""totalLiquidity"": 1000, ""outcomeType"": ""MULTIPLE_CHOICE"", ""mechanism"": ""cpmm-multi-1"", ""volume"": 325, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 4, ""lastUpdatedTime"": 1762389817992, ""lastBetTime"": 1762389817992}",1762625991
manifold:SqycQ8cdtS,manifold,NVDA > $400 at EOY 2027?,NVDA > $400 at EOY 2027?,1762376522547.0,1830297540000.0,"{""id"": ""SqycQ8cdtS"", ""creatorId"": ""NIQWezhBQuUnBOGx6oYqBDmvBQ33"", ""creatorUsername"": ""level2"", ""creatorName"": ""James Oofou"", ""createdTime"": 1762376522547, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocL7EYj6UfxXJFRP6z2u-mm-XrlGTzcxE1AFlOscXvvY=s96-c"", ""closeTime"": 1830297540000, ""question"": ""NVDA > $400 at EOY 2027?"", ""slug"": ""nvda-400-at-eoy-2027"", ""url"": ""https://manifold.markets/level2/nvda-400-at-eoy-2027"", ""pool"": {""NO"": 58.684347548005185, ""YES"": 170.403189569753}, ""probability"": 0.2561656050186597, ""p"": 0.5, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 119.9814258148624, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 3, ""lastUpdatedTime"": 1762452074551, ""lastBetTime"": 1762452074551}",1762625996
manifold:ulAZUNPnzq,manifold,Will Mamdani endorse Hochul in the 2026 Democratic Primary for Governor of New York?,Will Mamdani endorse Hochul in the 2026 Democratic Primary for Governor of New York?,1762376075067.0,1788217140000.0,"{""id"": ""ulAZUNPnzq"", ""creatorId"": ""l6DSFh0YDTcCL8q9S5QYBrMCYoY2"", ""creatorUsername"": ""HenryRodgers"", ""creatorName"": ""Henry Rodgers"", ""createdTime"": 1762376075067, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocLu9NX_k4jmJ3xOV5SH9dX3TNOPjukiwE9dhax0gZLEt3wnbQ=s96-c"", ""closeTime"": 1788217140000, ""question"": ""Will Mamdani endorse Hochul in the 2026 Democratic Primary for Governor of New York?"", ""slug"": ""will-mamdani-endorse-hochul-in-the"", ""url"": ""https://manifold.markets/HenryRodgers/will-mamdani-endorse-hochul-in-the"", ""pool"": {""NO"": 145.77379737113253, ""YES"": 68.59943405700355}, ""probability"": 0.6800000000000002, ""p"": 0.5000000000000002, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 165.72016742027006, ""volume24Hours"": 59.25049425422282, ""isResolved"": false, ""uniqueBettorCount"": 8, ""lastUpdatedTime"": 1762547782742, ""lastBetTime"": 1762547782742}",1762626000
manifold:9hZUgO50EL,manifold,Will groypers win over the GOP before 2033?,Will groypers win over the GOP before 2033?,1762375080069.0,1988236740000.0,"{""id"": ""9hZUgO50EL"", ""creatorId"": ""y1hb6k7txdZPV5mgyxPFApZ7nQl2"", ""creatorUsername"": ""IsaacKing"", ""creatorName"": ""Isaac King"", ""createdTime"": 1762375080069, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2FIsaacKing%2FfP-MqjWonh.jpg?alt=media&token=e21d446d-75e0-4ab8-8e7c-a7b2af67e4cc"", ""closeTime"": 1988236740000, ""question"": ""Will groypers win over the GOP before 2033?"", ""slug"": ""will-groypers-win-over-the-gop-befo"", ""url"": ""https://manifold.markets/IsaacKing/will-groypers-win-over-the-gop-befo"", ""pool"": {""NO"": 490.2769392424592, ""YES"": 2039.6635451488469}, ""probability"": 0.19378991018455444, ""p"": 0.5000000000000001, ""totalLiquidity"": 1000, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 1735.9154191238124, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 5, ""lastUpdatedTime"": 1762473891486, ""lastBetTime"": 1762473891486, ""lastCommentTime"": 1762385433986}",1762626005
manifold:NycCqAqENz,manifold,"Arsenal VS FC Bayern München | UEFA Champions League Match Winner (26 Nov, 2025)","Arsenal VS FC Bayern München | UEFA Champions League Match Winner (26 Nov, 2025)",1762373494945.0,1764115140000.0,"{""id"": ""NycCqAqENz"", ""creatorId"": ""7RjDQeYgT8fHhGLC9y6O0Qg9sF63"", ""creatorUsername"": ""BlitzEver"", ""creatorName"": ""BlitzEver"", ""createdTime"": 1762373494945, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2FMattiaRiva%2Fa7X6t0yOnw.png?alt=media&token=dfa24510-455c-47f1-809b-7e0dd9563b39"", ""closeTime"": 1764115140000, ""question"": ""Arsenal VS FC Bayern M\u00fcnchen | UEFA Champions League Match Winner (26 Nov, 2025)"", ""slug"": ""arsenal-vs-fc-bayern-munchen-uefa-c"", ""url"": ""https://manifold.markets/BlitzEver/arsenal-vs-fc-bayern-munchen-uefa-c"", ""totalLiquidity"": 300, ""outcomeType"": ""MULTIPLE_CHOICE"", ""mechanism"": ""cpmm-multi-1"", ""volume"": 135, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 3, ""lastUpdatedTime"": 1762524662570, ""lastBetTime"": 1762524662570}",1762626011
manifold:c09PLgpSZs,manifold,Number of murders in New York increase >15% in 2026 compared to 2025,Number of murders in New York increase >15% in 2026 compared to 2025,1762372705102.0,1798761540000.0,"{""id"": ""c09PLgpSZs"", ""creatorId"": ""EN2YQcXAMygm38Q7WhqAQTduXeD2"", ""creatorUsername"": ""Gugra"", ""creatorName"": ""Gugra"", ""createdTime"": 1762372705102, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2FGugra%2FPzPuwZc894.avif?alt=media&token=de3744da-b4de-4a58-8133-a6660deb54e0"", ""closeTime"": 1798761540000, ""question"": ""Number of murders in New York increase >15% in 2026 compared to 2025"", ""slug"": ""number-of-murders-in-new-york-incre"", ""url"": ""https://manifold.markets/Gugra/number-of-murders-in-new-york-incre"", ""pool"": {""NO"": 81.6496580927726, ""YES"": 122.47448713915894}, ""probability"": 0.4, ""p"": 0.5000000000000001, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 139.6496580927726, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 5, ""lastUpdatedTime"": 1762458061462, ""lastBetTime"": 1762452685262, ""lastCommentTime"": 1762458061435}",1762626015
